transaction_id,customer_id,product,category,quantity,price,revenue,date,region
14813,3038,Printer,Office,3,455.13,1365.39,2023-04-12,West
14814,95980,Mouse,Accessories,9,152.53,1372.77,2023-06-25,Central
14815,75076,Headphones,Accessories,6,219.47,1316.82,2023-08-17,West
14816,57985,Monitor,Electronics,9,226.14,2035.26,2024-01-14,North
14817,90694,Laptop,Electronics,9,357.95,3221.55,2024-12-18,Central
14818,59326,Tablet,Electronics,3,76.6,229.8,2023-04-28,Central
14819,52548,Monitor,Electronics,6,293.18,1759.08,2024-08-07,North
14820,21935,Mouse,Accessories,3,251.39,754.17,2023-10-22,South
14821,81255,Headphones,Accessories,5,417.2,2086.0,2024-12-29,Central
14822,76733,Laptop,Electronics,4,146.01,584.04,2023-04-12,Central
14823,30264,Phone,Electronics,3,158.72,476.16,2023-05-08,East
14824,73989,Phone,Electronics,6,314.17,1885.02,2024-06-20,Central
14825,72982,Printer,Office,9,182.42,1641.78,2023-05-21,North
14826,10420,Speaker,Audio,8,307.34,2458.72,2023-05-03,Central
14827,16880,Camera,Electronics,1,265.63,265.63,2023-05-21,South
14828,59904,Monitor,Electronics,3,499.86,1499.58,2024-09-13,East
14829,62735,Phone,Electronics,2,238.08,476.16,2023-10-22,South
14830,66161,Speaker,Audio,5,364.91,1824.55,2024-07-17,Central
14831,37948,Monitor,Electronics,9,241.9,2177.1,2024-10-18,West
14832,83721,Printer,Office,3,231.99,695.97,2024-10-12,South
14833,45119,Headphones,Accessories,7,72.36,506.52,2024-05-27,West
14834,21403,Headphones,Accessories,1,371.71,371.71,2024-01-10,East
14835,12396,Keyboard,Accessories,1,374.11,374.11,2024-11-22,East
14836,87885,Printer,Office,8,,0.0,2023-12-29,North
14837,71008,Laptop,Electronics,4,371.91,1487.64,2024-05-29,Central
14838,46686,Monitor,Electronics,6,34.99,209.94,2023-12-02,
14839,21720,Speaker,Audio,8,119.42,955.36,2024-09-07,North
14840,10555,Mouse,Accessories,1,46.87,46.87,2023-09-04,North
14841,16125,Laptop,Electronics,9,16.03,144.27,2023-02-21,South
14842,11456,Mouse,Accessories,9,,0.0,2023-12-05,South
14843,53411,Camera,Electronics,8,193.74,1549.92,2023-03-21,North
14844,20582,Camera,Electronics,9,400.62,3605.58,2023-07-11,North
14845,13653,Phone,Electronics,4,78.82,315.28,2024-06-30,East
14846,28992,Phone,Electronics,3,237.57,712.71,2024-06-23,North
14847,70241,Printer,Office,8,264.71,2117.68,2024-05-22,West
14848,50144,Camera,Electronics,9,316.32,2846.88,2024-12-01,East
14849,16217,Tablet,Electronics,8,79.35,634.8,2024-05-29,East
14850,75126,Phone,Electronics,4,296.22,1184.88,2023-05-30,West
14851,49466,Printer,Office,3,110.21,330.63,2024-05-21,Central
14852,19485,Printer,Office,3,296.36,889.08,2023-09-22,North
14853,69431,Speaker,Audio,9,42.77,384.93,2023-03-29,North
14854,99272,Printer,Office,4,11.72,46.88,2024-01-20,South
14855,54483,Speaker,Audio,4,218.16,872.64,2024-10-05,East
14856,16990,Camera,Electronics,4,378.93,1515.72,2023-09-01,North
14857,31647,Camera,Electronics,3,304.58,913.74,2023-07-12,South
14858,60338,Printer,Office,4,262.16,1048.64,2024-06-23,East
14859,99939,Monitor,Electronics,9,487.78,4390.02,2024-12-08,Central
14860,92965,Phone,Electronics,4,318.8,1275.2,2023-07-01,North
14861,93388,Monitor,Electronics,7,140.36,982.52,2023-09-28,North
14862,83418,Tablet,Electronics,2,209.32,418.64,2023-03-04,West
14863,57907,Speaker,Audio,8,26.51,212.08,2024-09-07,South
14864,65141,Headphones,Accessories,5,357.45,1787.25,2024-04-19,North
14865,73660,Camera,Electronics,5,235.15,1175.75,2024-02-29,West
14866,71833,Headphones,Accessories,7,370.64,2594.48,2024-08-03,East
14867,64233,Monitor,Electronics,6,483.23,2899.38,2023-07-14,Central
14868,14286,Mouse,Accessories,3,51.5,154.5,2023-06-08,West
14869,88095,Headphones,Accessories,9,,0.0,2024-01-09,East
14870,1956,Mouse,Accessories,7,142.94,1000.58,2023-05-31,South
14871,43169,Laptop,Electronics,7,280.99,1966.93,2023-03-11,South
14872,43980,Keyboard,Accessories,7,397.37,2781.59,2023-04-22,South
14873,99608,Headphones,Accessories,8,282.77,2262.16,2023-10-07,North
14874,9862,Phone,Electronics,2,271.97,543.94,2023-03-01,West
14875,48103,Monitor,Electronics,9,334.95,3014.55,2024-07-28,East
14876,36417,Phone,Electronics,2,56.76,113.52,2023-07-01,Central
14877,10672,Camera,Electronics,6,476.23,2857.38,2024-11-25,North
14878,23150,Speaker,Audio,5,348.44,1742.2,2023-01-08,West
14879,42786,Headphones,Accessories,9,361.37,3252.33,2024-10-10,South
14880,91718,Headphones,Accessories,9,383.46,3451.14,2024-12-20,South
14881,39433,Headphones,Accessories,8,305.31,2442.48,2024-01-25,East
14882,88125,Camera,Electronics,8,437.15,3497.2,2023-11-13,West
14883,73642,Laptop,Electronics,3,467.61,1402.83,2023-03-09,West
14884,82075,Phone,Electronics,7,,0.0,2023-09-29,Central
14885,85520,Laptop,Electronics,5,87.75,438.75,2024-05-06,North
14886,71680,Mouse,Accessories,9,131.77,1185.93,2023-03-01,South
14887,73609,Camera,Electronics,5,318.09,1590.45,2023-11-16,Central
14888,16253,Mouse,Accessories,9,282.67,2544.03,2023-03-28,North
14889,71987,Phone,Electronics,4,356.46,1425.84,2023-08-31,North
14890,5788,Headphones,Accessories,5,154.76,773.8,2023-12-03,East
14891,74002,Speaker,Audio,5,253.79,1268.95,2023-09-13,West
14892,65734,Camera,Electronics,6,488.77,2932.62,2024-01-17,Central
14893,75936,Laptop,Electronics,8,407.97,3263.76,2024-08-08,West
14894,64583,Phone,Electronics,5,365.74,1828.7,2024-06-23,North
14895,37500,Camera,Electronics,6,373.42,2240.52,2024-11-21,West
14896,37573,Mouse,Accessories,7,29.48,206.36,2023-07-14,East
14897,60018,Phone,Electronics,9,96.25,866.25,2023-09-12,East
14898,47795,Tablet,Electronics,1,282.88,282.88,2024-12-01,East
14899,34716,Mouse,Accessories,6,246.15,1476.9,2023-03-21,West
14900,49425,Printer,Office,8,122.06,976.48,2023-07-29,South
14901,54122,Printer,Office,4,312.45,1249.8,2024-08-22,East
14902,24752,Laptop,Electronics,9,367.94,3311.46,2024-04-19,North
14903,64182,Tablet,Electronics,7,40.29,282.03,2024-12-06,South
14904,32102,Keyboard,Accessories,9,284.11,2556.99,2023-04-22,West
14905,27506,Keyboard,Accessories,2,264.51,529.02,2024-02-11,West
14906,42420,Speaker,Audio,7,86.87,608.09,2024-09-13,Central
14907,11225,Printer,Office,5,362.24,1811.2,2024-11-30,North
14908,60714,Tablet,Electronics,9,48.59,437.31,2024-05-09,North
14909,73605,Phone,Electronics,8,492.87,3942.96,2023-02-07,Central
14910,95626,Laptop,Electronics,7,22.42,156.94,2024-09-05,North
14911,29077,Keyboard,Accessories,9,334.12,3007.08,2024-06-07,East
14912,54309,Phone,Electronics,7,161.85,1132.95,2024-09-29,West
14913,50851,Keyboard,Accessories,2,264.57,529.14,2023-10-24,South
14914,73385,Mouse,Accessories,4,159.71,638.84,2024-08-25,South
14915,62860,Printer,Office,8,292.28,2338.24,2023-05-16,Central
14916,80893,Keyboard,Accessories,1,102.0,102.0,2023-03-22,East
14917,85213,Headphones,Accessories,6,299.09,1794.54,2023-03-09,North
14918,12237,Camera,Electronics,5,490.53,2452.65,2024-01-10,North
14919,36149,Mouse,Accessories,2,93.53,187.06,2024-01-06,
14920,65659,Mouse,Accessories,4,393.73,1574.92,2024-08-05,West
14921,54832,Speaker,Audio,1,285.91,285.91,2024-03-06,South
14922,48728,Speaker,Audio,2,,0.0,2023-07-21,North
14923,18143,Printer,Office,4,297.1,1188.4,2024-04-21,East
14924,57670,Phone,Electronics,2,315.13,630.26,2024-08-05,Central
14925,74317,Laptop,Electronics,4,370.64,1482.56,2024-01-05,South
14926,4803,Keyboard,Accessories,7,99.1,693.7,2023-10-16,South
14927,59565,Phone,Electronics,3,378.28,1134.84,2024-03-22,East
14928,90715,Speaker,Audio,3,311.34,934.02,2023-10-12,East
14929,57799,Headphones,Accessories,1,,0.0,2024-04-22,South
14930,95325,Tablet,Electronics,2,148.13,296.26,2023-10-15,South
14931,35904,Monitor,Electronics,5,379.88,1899.4,2023-08-28,Central
14932,1344,Printer,Office,8,133.05,1064.4,2023-01-01,South
14933,68524,Headphones,Accessories,9,328.28,2954.52,2024-03-24,Central
14934,22066,Phone,Electronics,5,309.18,1545.9,2024-04-25,East
14935,1958,Monitor,Electronics,9,131.12,1180.08,2023-11-14,Central
14936,18839,Monitor,Electronics,6,488.44,2930.64,2023-05-28,East
14937,93468,Speaker,Audio,5,496.47,2482.35,2023-05-15,South
14938,78349,Laptop,Electronics,4,478.62,1914.48,2024-11-25,North
14939,28226,Camera,Electronics,9,451.44,4062.96,2023-05-22,West
14940,60209,Tablet,Electronics,2,392.92,785.84,2024-11-13,North
14941,34594,Phone,Electronics,1,20.96,20.96,2023-12-17,South
14942,18556,Phone,Electronics,8,150.47,1203.76,2023-02-25,North
14943,98849,Monitor,Electronics,8,497.81,3982.48,2024-08-05,Central
14944,81583,Mouse,Accessories,8,314.89,2519.12,2024-04-17,Central
14945,36984,Mouse,Accessories,6,342.69,2056.14,2024-10-15,
14946,35994,Printer,Office,3,167.36,502.08,2024-04-22,North
14947,81743,Phone,Electronics,1,346.12,346.12,2023-12-08,East
14948,46624,Mouse,Accessories,6,174.45,1046.7,2023-09-01,East
14949,38318,Laptop,Electronics,1,366.19,366.19,2024-10-15,South
14950,39343,Monitor,Electronics,3,463.69,1391.07,2024-08-04,Central
14951,45234,Speaker,Audio,1,235.44,235.44,2024-08-09,East
14952,52616,Mouse,Accessories,9,410.21,3691.89,2023-10-19,West
14953,4967,Printer,Office,3,,0.0,2024-11-16,Central
14954,48534,Laptop,Electronics,5,107.59,537.95,2024-02-03,West
14955,44556,Camera,Electronics,5,414.91,2074.55,2024-11-05,East
14956,28183,Headphones,Accessories,6,334.58,2007.48,2023-06-29,East
14957,36184,Printer,Office,8,268.94,2151.52,2023-01-08,North
14958,43031,Headphones,Accessories,6,320.36,1922.16,2023-10-27,West
14959,37240,Mouse,Accessories,6,67.85,407.1,2023-08-30,West
14960,90925,Keyboard,Accessories,9,432.1,3888.9,2023-07-07,Central
14961,53323,Printer,Office,5,162.63,813.15,2023-11-26,West
14962,50786,Speaker,Audio,3,176.06,528.18,2024-12-21,Central
14963,27030,Keyboard,Accessories,3,310.26,930.78,2023-03-18,Central
14964,91722,Laptop,Electronics,9,91.4,822.6,2023-09-28,North
14965,3295,Tablet,Electronics,6,479.25,2875.5,2024-07-16,East
14966,55462,Headphones,Accessories,9,146.51,1318.59,2023-03-02,North
14967,17711,Laptop,Electronics,9,169.45,1525.05,2024-04-11,Central
14968,77112,Monitor,Electronics,6,312.47,1874.82,2024-09-11,North
14969,38449,Keyboard,Accessories,9,216.2,1945.8,2023-01-05,North
14970,30065,Keyboard,Accessories,9,,0.0,2023-04-20,North
14971,6737,Tablet,Electronics,4,385.88,1543.52,2024-01-30,West
14972,79250,Headphones,Accessories,4,99.55,398.2,2023-12-30,West
14973,40251,Camera,Electronics,5,373.71,1868.55,2024-06-12,West
14974,27167,Phone,Electronics,6,138.17,829.02,2024-10-07,South
14975,84585,Keyboard,Accessories,4,177.79,711.16,2024-04-30,Central
14976,2935,Printer,Office,6,376.65,2259.9,2023-03-01,Central
14977,47414,Speaker,Audio,6,319.44,1916.64,2024-09-04,East
14978,16912,Keyboard,Accessories,6,288.23,1729.38,2023-10-12,North
14979,13570,Headphones,Accessories,4,178.74,714.96,2024-08-18,South
14980,3143,Mouse,Accessories,3,230.82,692.46,2023-09-30,West
14981,19517,Monitor,Electronics,3,351.03,1053.09,2024-09-18,West
14982,94759,Printer,Office,7,361.1,2527.7,2024-10-06,West
14983,45106,Tablet,Electronics,2,468.78,937.56,2024-12-22,North
14984,99997,Headphones,Accessories,2,336.35,672.7,2023-06-27,East
14985,27462,Tablet,Electronics,8,352.71,2821.68,2024-05-07,South
14986,76460,Printer,Office,8,256.88,2055.04,2024-04-21,North
14987,9870,Monitor,Electronics,5,268.07,1340.35,2024-11-02,South
14988,11704,Printer,Office,6,385.41,2312.46,2024-10-10,North
14989,2623,Laptop,Electronics,2,408.64,817.28,2024-04-22,South
14990,89995,Printer,Office,2,105.41,210.82,2024-04-24,East
14991,67490,Camera,Electronics,5,42.81,214.05,2024-07-08,East
14992,74633,Phone,Electronics,4,470.94,1883.76,2023-12-21,East
14993,92806,Laptop,Electronics,7,46.04,322.28,2024-03-21,South
14994,33892,Keyboard,Accessories,8,380.95,3047.6,2023-10-10,North
14995,72531,Speaker,Audio,2,424.77,849.54,2024-02-07,North
14996,50725,Camera,Electronics,1,180.66,180.66,2024-06-01,South
14997,54723,Headphones,Accessories,9,110.38,993.42,2024-10-29,East
14998,66514,Speaker,Audio,2,23.51,47.02,2023-05-10,Central
14999,47524,Monitor,Electronics,2,408.18,816.36,2023-12-31,East
15000,3380,Mouse,Accessories,6,244.73,1468.38,2024-12-15,North
15001,8431,Speaker,Audio,5,123.15,615.75,2024-11-21,West
15002,50652,Phone,Electronics,6,464.44,2786.64,2023-06-16,East
15003,57421,Printer,Office,1,229.06,229.06,2024-02-03,East
15004,73507,Monitor,Electronics,9,136.72,1230.48,2024-01-06,South
15005,57646,Tablet,Electronics,8,147.62,1180.96,2023-09-11,West
15006,19634,Monitor,Electronics,9,250.86,2257.74,2024-02-01,East
15007,37315,Headphones,Accessories,2,319.85,639.7,2024-07-27,South
15008,44935,Mouse,Accessories,2,485.64,971.28,2023-04-15,South
15009,98410,Phone,Electronics,7,194.73,1363.11,2023-04-17,Central
15010,53720,Keyboard,Accessories,2,327.68,655.36,2024-06-22,South
15011,63862,Mouse,Accessories,3,244.41,733.23,2023-09-15,North
15012,73820,Camera,Electronics,4,420.76,1683.04,2023-04-23,East
15013,36861,Mouse,Accessories,5,435.99,2179.95,2023-02-25,South
15014,96480,Mouse,Accessories,2,20.2,40.4,2024-01-05,West
15015,67816,Camera,Electronics,7,48.18,337.26,2024-03-05,West
15016,84979,Keyboard,Accessories,1,105.57,105.57,2024-11-12,East
15017,75172,Tablet,Electronics,9,69.53,625.77,2024-11-14,Central
15018,62530,Printer,Office,9,152.82,1375.38,2023-11-13,Central
15019,4056,Laptop,Electronics,2,488.24,976.48,2023-03-12,South
15020,58780,Headphones,Accessories,7,394.47,2761.29,2023-08-16,West
15021,13821,Tablet,Electronics,8,68.61,548.88,2023-06-08,West
15022,60715,Camera,Electronics,3,475.68,1427.04,2024-04-22,
15023,70438,Speaker,Audio,2,379.69,759.38,2024-09-29,South
15024,54972,Headphones,Accessories,8,92.28,738.24,2024-04-03,Central
15025,31535,Speaker,Audio,1,459.3,459.3,2023-09-29,North
15026,6876,Speaker,Audio,9,285.85,2572.65,2023-07-05,South
15027,67434,Headphones,Accessories,8,498.47,3987.76,2024-12-17,East
15028,70131,Tablet,Electronics,7,469.92,3289.44,2023-09-29,North
15029,48315,Monitor,Electronics,3,173.52,520.56,2024-08-07,North
15030,71917,Camera,Electronics,7,458.69,3210.83,2023-11-20,East
15031,78132,Camera,Electronics,8,291.3,2330.4,2024-10-22,East
15032,51735,Printer,Office,4,136.33,545.32,2023-08-25,West
15033,5719,Monitor,Electronics,9,493.43,4440.87,2024-06-16,South
15034,87168,Monitor,Electronics,7,33.9,237.3,2023-10-02,West
15035,47206,Speaker,Audio,6,430.3,2581.8,2023-10-29,North
15036,67571,Keyboard,Accessories,4,31.91,127.64,2023-07-24,East
15037,91180,Camera,Electronics,4,295.48,1181.92,2023-10-30,South
15038,36903,Camera,Electronics,1,286.6,286.6,2024-11-03,East
15039,62577,Printer,Office,2,18.08,36.16,2023-08-21,North
15040,2949,Camera,Electronics,5,27.07,135.35,2024-12-04,East
15041,88619,Mouse,Accessories,2,246.17,492.34,2024-06-19,West
15042,6857,Monitor,Electronics,1,185.54,185.54,2024-10-09,South
15043,54571,Tablet,Electronics,6,468.86,2813.16,2024-04-05,East
15044,35828,Laptop,Electronics,2,364.39,728.78,2023-09-30,North
15045,4542,Phone,Electronics,5,122.52,612.6,2024-07-29,East
15046,46748,Speaker,Audio,6,148.02,888.12,2023-06-06,West
15047,93623,Camera,Electronics,7,407.96,2855.72,2023-09-25,North
15048,17520,Monitor,Electronics,6,493.31,2959.86,2023-01-06,
15049,29934,Tablet,Electronics,1,229.09,229.09,2024-10-21,Central
15050,19743,Phone,Electronics,9,125.32,1127.88,2023-11-08,North
15051,13372,Tablet,Electronics,3,,0.0,2024-02-05,East
15052,23790,Tablet,Electronics,2,,0.0,2024-12-12,West
15053,57611,Camera,Electronics,2,337.33,674.66,2024-05-05,North
15054,78270,Printer,Office,3,18.21,54.63,2024-01-19,East
15055,69340,Laptop,Electronics,9,480.81,4327.29,2023-02-08,East
15056,77357,Laptop,Electronics,7,27.56,192.92,2024-06-30,Central
15057,71844,Printer,Office,3,230.41,691.23,2024-10-10,North
15058,38910,Phone,Electronics,3,298.94,896.82,2023-06-11,North
15059,90124,Mouse,Accessories,1,405.08,405.08,2024-08-04,North
15060,18064,Monitor,Electronics,1,92.38,92.38,2023-02-13,West
15061,70277,Laptop,Electronics,1,312.1,312.1,2024-04-10,Central
15062,11979,Mouse,Accessories,9,104.77,942.93,2023-07-03,South
15063,76793,Phone,Electronics,5,152.72,763.6,2024-09-05,East
15064,9625,Tablet,Electronics,4,324.65,1298.6,2023-11-05,South
15065,22402,Tablet,Electronics,1,26.19,26.19,2023-10-01,East
15066,39736,Speaker,Audio,9,120.87,1087.83,2024-10-04,South
15067,69752,Tablet,Electronics,3,70.61,211.83,2023-04-10,East
15068,5508,Tablet,Electronics,4,60.86,243.44,2024-04-25,East
15069,26478,Phone,Electronics,6,453.18,2719.08,2023-08-12,Central
15070,34029,Camera,Electronics,8,367.65,2941.2,2024-05-22,East
15071,73371,Camera,Electronics,1,72.7,72.7,2023-05-29,North
15072,96191,Speaker,Audio,4,470.88,1883.52,2023-03-10,West
15073,61802,Speaker,Audio,5,259.53,1297.65,2023-07-21,Central
15074,51242,Keyboard,Accessories,4,356.13,1424.52,2024-04-08,South
15075,34291,Phone,Electronics,8,276.5,2212.0,2024-06-05,South
15076,82441,Monitor,Electronics,1,,0.0,2023-09-07,North
15077,11617,Keyboard,Accessories,7,186.57,1305.99,2023-08-04,
15078,13797,Printer,Office,2,,0.0,2024-09-30,North
15079,20917,Monitor,Electronics,2,,0.0,2023-08-11,South
15080,27539,Laptop,Electronics,1,355.94,355.94,2024-12-09,Central
15081,46698,Headphones,Accessories,2,56.37,112.74,2023-05-02,Central
15082,94708,Keyboard,Accessories,6,74.73,448.38,2024-06-14,Central
15083,65389,Speaker,Audio,8,449.15,3593.2,2024-05-22,South
15084,38971,Mouse,Accessories,8,36.71,293.68,2023-11-24,East
15085,21940,Laptop,Electronics,7,187.47,1312.29,2023-05-07,East
15086,65192,Keyboard,Accessories,7,357.96,2505.72,2023-08-28,South
15087,26060,Speaker,Audio,4,,0.0,2023-08-14,Central
15088,97636,Headphones,Accessories,2,66.06,132.12,2023-09-11,Central
15089,48294,Headphones,Accessories,8,135.67,1085.36,2023-07-25,Central
15090,55527,Laptop,Electronics,7,479.63,3357.41,2023-10-24,Central
15091,90446,Keyboard,Accessories,1,269.3,269.3,2023-09-25,West
15092,31229,Tablet,Electronics,3,306.39,919.17,2023-02-04,West
15093,47708,Speaker,Audio,2,291.62,583.24,2024-01-08,West
15094,53662,Tablet,Electronics,7,72.94,510.58,2024-06-12,West
15095,27836,Mouse,Accessories,6,171.0,1026.0,2024-10-24,South
15096,6409,Mouse,Accessories,3,443.84,1331.52,2023-08-23,South
15097,29090,Printer,Office,6,309.46,1856.76,2023-02-08,North
15098,12124,Headphones,Accessories,9,129.52,1165.68,2024-12-04,East
15099,67892,Laptop,Electronics,6,,0.0,2024-01-09,East
15100,1709,Phone,Electronics,5,57.96,289.8,2024-03-12,East
15101,32332,Keyboard,Accessories,7,326.7,2286.9,2024-12-16,West
15102,88536,Tablet,Electronics,6,,0.0,2024-05-01,West
15103,57293,Headphones,Accessories,4,24.47,97.88,2023-02-04,West
15104,67456,Phone,Electronics,6,300.77,1804.62,2023-03-27,West
15105,67182,Monitor,Electronics,3,339.76,1019.28,2023-02-23,North
15106,30534,Keyboard,Accessories,4,50.83,203.32,2023-07-26,East
15107,63599,Tablet,Electronics,6,154.09,924.54,2024-07-08,Central
15108,22894,Printer,Office,4,457.26,1829.04,2023-09-12,North
15109,63914,Mouse,Accessories,9,461.95,4157.55,2023-08-23,North
15110,68624,Headphones,Accessories,1,442.22,442.22,2023-07-26,South
15111,87738,Keyboard,Accessories,4,451.9,1807.6,2023-09-06,North
15112,92033,Printer,Office,5,136.88,684.4,2023-09-01,East
15113,3374,Phone,Electronics,1,235.99,235.99,2024-04-20,East
15114,30614,Headphones,Accessories,4,487.48,1949.92,2023-11-01,South
15115,55164,Printer,Office,7,209.38,1465.66,2023-02-27,East
15116,32834,Printer,Office,7,162.97,1140.79,2024-05-26,West
15117,62239,Tablet,Electronics,4,,0.0,2023-10-02,East
15118,85569,Mouse,Accessories,2,305.06,610.12,2023-11-21,West
15119,26545,Keyboard,Accessories,2,,0.0,2023-06-23,South
15120,89444,Keyboard,Accessories,2,272.68,545.36,2024-07-19,North
15121,88319,Camera,Electronics,1,190.98,190.98,2023-03-24,West
15122,91489,Tablet,Electronics,6,124.74,748.44,2023-01-29,Central
15123,8280,Headphones,Accessories,8,448.92,3591.36,2023-02-07,North
15124,30022,Monitor,Electronics,3,265.56,796.68,2023-02-26,South
15125,13286,Mouse,Accessories,9,361.49,3253.41,2023-10-22,North
15126,12910,Mouse,Accessories,9,235.75,2121.75,2024-12-16,South
15127,6261,Camera,Electronics,7,,0.0,2024-08-19,Central
15128,44559,Phone,Electronics,2,419.5,839.0,2023-07-25,North
15129,9635,Mouse,Accessories,3,414.53,1243.59,2024-01-04,South
15130,30280,Phone,Electronics,4,101.76,407.04,2023-02-28,North
15131,98155,Speaker,Audio,7,60.83,425.81,2024-03-04,East
15132,88502,Laptop,Electronics,1,278.11,278.11,2023-01-13,East
15133,93771,Laptop,Electronics,4,262.47,1049.88,2023-06-15,Central
15134,4626,Camera,Electronics,9,70.17,631.53,2024-04-19,South
15135,66430,Headphones,Accessories,2,302.91,605.82,2023-04-09,North
15136,63754,Headphones,Accessories,1,442.78,442.78,2023-02-05,Central
15137,14143,Printer,Office,8,407.74,3261.92,2024-05-10,East
15138,90711,Phone,Electronics,5,383.74,1918.7,2024-02-05,West
15139,41033,Monitor,Electronics,7,427.74,2994.18,2024-12-23,West
15140,97690,Headphones,Accessories,9,67.78,610.02,2024-06-25,North
15141,12283,Tablet,Electronics,8,216.05,1728.4,2024-04-08,East
15142,65362,Phone,Electronics,3,107.76,323.28,2023-01-27,Central
15143,13942,Headphones,Accessories,8,423.26,3386.08,2024-10-22,East
15144,95042,Monitor,Electronics,8,75.87,606.96,2023-04-21,East
15145,61152,Printer,Office,7,445.11,3115.77,2023-07-14,South
15146,8490,Phone,Electronics,1,488.88,488.88,2024-08-17,West
15147,22267,Printer,Office,7,295.23,2066.61,2023-01-11,West
15148,36568,Phone,Electronics,1,362.98,362.98,2023-07-09,North
15149,2273,Mouse,Accessories,1,42.39,42.39,2024-10-23,South
15150,1862,Headphones,Accessories,4,150.39,601.56,2024-04-13,East
15151,92622,Camera,Electronics,2,413.2,826.4,2024-11-21,Central
15152,98137,Mouse,Accessories,4,430.44,1721.76,2024-01-06,West
15153,54084,Keyboard,Accessories,3,320.86,962.58,2023-03-15,North
15154,90369,Laptop,Electronics,3,463.78,1391.34,2023-03-13,North
15155,65867,Camera,Electronics,1,27.09,27.09,2024-07-25,West
15156,3777,Speaker,Audio,1,434.71,434.71,2024-01-27,West
15157,71734,Phone,Electronics,2,484.3,968.6,2024-04-12,Central
15158,2795,Keyboard,Accessories,3,385.27,1155.81,2023-05-03,South
15159,81834,Speaker,Audio,2,444.07,888.14,2024-12-15,South
15160,37329,Mouse,Accessories,3,206.39,619.17,2024-07-12,North
15161,14984,Camera,Electronics,9,381.42,3432.78,2024-07-28,Central
15162,26595,Camera,Electronics,9,167.94,1511.46,2024-04-08,South
15163,68651,Camera,Electronics,8,283.24,2265.92,2023-11-23,Central
15164,84846,Tablet,Electronics,1,374.16,374.16,2023-08-17,East
15165,57501,Camera,Electronics,1,63.73,63.73,2023-05-23,Central
15166,16887,Phone,Electronics,6,165.52,993.12,2023-04-02,East
15167,90115,Camera,Electronics,1,84.09,84.09,2024-04-18,East
15168,79274,Keyboard,Accessories,9,301.73,2715.57,2023-01-17,East
15169,41577,Laptop,Electronics,7,376.67,2636.69,2024-02-16,Central
15170,55891,Mouse,Accessories,6,80.12,480.72,2023-10-24,South
15171,96429,Speaker,Audio,3,297.86,893.58,2024-03-16,South
15172,38361,Camera,Electronics,2,35.19,70.38,2023-04-29,North
15173,3551,Phone,Electronics,9,115.03,1035.27,2023-02-20,West
15174,15426,Camera,Electronics,3,458.2,1374.6,2024-02-21,West
15175,60431,Camera,Electronics,9,120.59,1085.31,2023-11-22,South
15176,99771,Speaker,Audio,5,397.62,1988.1,2023-01-01,East
15177,74250,Keyboard,Accessories,7,240.73,1685.11,2023-09-18,East
15178,62180,Speaker,Audio,9,442.6,3983.4,2024-12-11,West
15179,32977,Tablet,Electronics,3,381.81,1145.43,2023-09-16,
15180,44498,Keyboard,Accessories,9,121.22,1090.98,2024-02-04,West
15181,4798,Headphones,Accessories,8,18.3,146.4,2024-05-23,West
15182,37741,Headphones,Accessories,4,454.37,1817.48,2023-04-29,West
15183,62723,Tablet,Electronics,3,154.04,462.12,2023-01-30,South
15184,90667,Mouse,Accessories,8,327.99,2623.92,2024-03-31,North
15185,92319,Printer,Office,5,127.33,636.65,2023-03-17,West
15186,82297,Camera,Electronics,7,95.61,669.27,2023-07-20,West
15187,3128,Printer,Office,1,326.99,326.99,2024-11-15,East
15188,81307,Phone,Electronics,3,287.7,863.1,2023-09-12,
15189,22643,Monitor,Electronics,5,183.74,918.7,2024-09-23,South
15190,62003,Mouse,Accessories,3,18.71,56.13,2024-06-02,South
15191,94692,Monitor,Electronics,3,249.33,747.99,2024-03-24,North
15192,88907,Phone,Electronics,6,486.56,2919.36,2023-03-02,South
15193,66776,Tablet,Electronics,7,156.58,1096.06,2023-11-15,North
15194,30628,Keyboard,Accessories,6,351.98,2111.88,2024-08-30,South
15195,52567,Headphones,Accessories,6,51.88,311.28,2024-11-19,North
15196,70666,Printer,Office,3,459.56,1378.68,2024-05-30,Central
15197,51906,Mouse,Accessories,5,135.4,677.0,2024-08-16,East
15198,41040,Tablet,Electronics,6,108.21,649.26,2024-05-05,Central
15199,40881,Mouse,Accessories,6,70.41,422.46,2024-10-02,South
15200,60399,Keyboard,Accessories,3,460.45,1381.35,2024-07-03,South
15201,4542,Phone,Electronics,3,94.78,284.34,2024-07-30,East
15202,99817,Camera,Electronics,3,114.55,343.65,2024-05-04,South
15203,11104,Printer,Office,1,474.51,474.51,2023-06-13,East
15204,98467,Camera,Electronics,7,12.51,87.57,2024-01-10,West
15205,4502,Speaker,Audio,4,409.21,1636.84,2024-07-31,East
15206,51749,Tablet,Electronics,3,126.71,380.13,2024-05-21,North
15207,42340,Camera,Electronics,6,102.4,614.4,2023-12-31,South
15208,57812,Speaker,Audio,4,64.84,259.36,2023-11-23,Central
15209,43923,Laptop,Electronics,2,235.91,471.82,2023-05-29,West
15210,89834,Mouse,Accessories,2,168.23,336.46,2024-01-28,Central
15211,2649,Camera,Electronics,5,121.87,609.35,2024-10-05,East
15212,98577,Phone,Electronics,4,112.99,451.96,2023-07-06,North
